id,date_begin,date_end,source_no,name_michno,name_friedman,state,ident_friedman,natives dead,natives dead (amended),natives wounded,natives wounded (amended),natives captured,natives captured (amended),us combatants dead,us combatants wounded,us combatants wounded (amended),us civilians dead,us civilians dead (amended),us civilians wounded,us civilians captured,source,nation 1,nation 2,nation 3,nation 4,pop_group,native casualties,us combatant casualties,us civilian casualties,total casualties,type engagement,x,y
72,1871/07/01,1871/07/01,53,Salt River,Salt River,Arizona,AZ-1871/07/01,7,7,,,11,11,,,,7,7,,,Michno: Encyclopedia,Tonto Apache,,,,1,7,0,7,14,5,-110.7939949,33.76575872
73,1871/07/13,1871/07/13,42, Cienaga de los Pinos,Cienaga de Los Pintos,Arizona,AZ-1871/07/13,25,25,30,30,,,1,4,4,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,55,5,0,60,9,-110.6113561,32.06782269
470,1871/09/19,1871/09/19,12,Foster Springs,Ft. Sill,Oklahoma,OK-1871/09/19,2,2,3,3,,,1,,,,,,,Michno: Encyclopedia,Kiowa,Comanche,,,2,5,1,0,6,8,-98.98406065,34.34112128
74,1871/10/24,1871/10/24,43, Horseshoe Canyon,Horseshoe Canyon,Arizona,AZ-1871/10/24,,,,,,,1,1,1,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,0,2,0,2,0,-109.3394476,31.89654784
75,1871/11/05,1871/11/05,54,Wickenburg Massacre,Wickenburg,Arizona,AZ-1871/11/05,,,,,,,,,,6,6,2,,Michno: Encyclopedia,Yuma Apache,Mojave Apache,,,3,0,0,8,8,0,-112.7114444,34.05279958
334,1872/04/26,1872/04/26,30,South Fork Loup River,Platte River,Nebraska,NE-1872/04/26,3,3,,,,,,,,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,3,0,0,3,10,-100.5743249,41.47372384
80,1872/05/19,1872/05/19,55,Camp Hualpai Scout,Williamson Valley,Arizona,AZ-1872/05/19,4,4,,,,,,2,2,,,,,Michno: Encyclopedia,Apache,,,,2,4,2,0,6,7,-112.8489014,34.89556109
256,1872/05/22,1872/05/22,35,Cimarron Crossing,Ft. Dodge,Kansas,KS-1872/05/22,,,,,,,2,,,,,,,Michno: Encyclopedia,Kiowa,Cheyenne,,,2,0,2,0,2,0,-99.85302509,37.0582157
81,1872/06/10,1872/06/10,56, Bill Williams Mountain,Bill Williams Mountain,Arizona,AZ-1872/06/10,1,1,1,1,,,,,,,,,,Michno: Encyclopedia,Apache,,,,2,2,0,0,2,10,-112.0624601,35.1456479
275,1872/08/14,1872/08/14,7,Pryor's Fork,Pryor's Fork,Montana,MT-1872/08/14,2,2,10,10,,,1,5,5,1,1,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,12,6,1,19,6,-108.4444121,45.96266788
460,1872/08/26,1872/08/26,3,Fort McKean,Ft. McKeen,North Dakota,DK-1872/08/26,2,2,,,,,6,,,2,2,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,2,6,2,10,2,-100.8527956,46.76796196
82,1872/08/27,1872/08/27,57,Davidson Canyon,Davidson Canyon,Arizona,AZ-1872/08/27,,,,,,,1,1,1,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,0,2,0,2,0,-110.7931709,31.87013539
83,1872/09/08,1872/09/08,58,Date Creek,Apache War- Date Creek retaliation,Arizona,AZ-1872/09/08,7,7,,,,,,4,4,,,,,Michno: Encyclopedia,Yuma Apache,,,,3,7,4,0,11,6,-113.039392,34.2396027
84,1872/09/25,1872/09/25,59,Muchos Canyon,Muchos Canyon,Arizona,AZ-1872/09/25,40,40,,,,,,,,,,,,Michno: Encyclopedia,Yuma Apache,,,,3,40,0,0,40,10,-113.1256964,34.44264029
85,1872/09/30,1872/09/30,60,Camp Crittenden,Camp Crittenden,Arizona,AZ-1872/09/30,4,4,,,,,,,,1,1,,,Michno: Encyclopedia,Apache,,,,2,4,0,1,5,8,-110.7762715,31.65658057
461,1872/10/02,1872/10/02,5,Fort McKean,Ft. McKeen,North Dakota,DK-1872/10/02,3,3,,,,,5,1,1,,,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,3,6,0,9,3,-100.8491394,46.78085068
462,1872/10/03,1872/10/04,4,Heart River,Heart River,North Dakota,DK-1872/10/03,,,,,,,3,,,,,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,0,3,0,3,0,-102.0526167,46.65931949
86,1872/11/25,1872/11/25,61,Hell Canyon,Hell Canyon,Arizona,AZ-1872/11/25,11,11,,,4,4,1,,,,,,,Michno: Encyclopedia,Mojave Apache,,,,3,11,1,0,12,9,-112.2743019,34.97269043
504,1872/11/30,1872/11/30,48,Lost River,Modoc War- Lost River,Oregon,OR-1872/11/29,1,1,,,,,2,6,6,16,16,1,,Michno: Encyclopedia,Modoc,,,,1,1,8,17,26,0,-121.5966913,42.06335573
87,1872/12/07,1872/12/07,62,Red Rocks,Red Rocks,Arizona,AZ-1872/12/07,13,13,,,3,3,1,,,,,,,Michno: Encyclopedia,Apache,,,,2,13,1,0,14,9,-111.9694092,34.9001434
88,1872/12/11,1872/12/11,63,Bad Rock Mountain,Bad Rock Mountain,Arizona,AZ-1872/12/11,14,14,,,,,,,,,,,,Michno: Encyclopedia,Apache,,,,2,14,0,0,14,10,-111.5143221,33.88092348
89,1872/12/13,1872/12/13,64,Mazatzal Mountains,Mazatzal Mountain,Arizona,AZ-1872/12/13,11,11,,,6,6,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,11,0,0,11,10,-111.5390969,33.77227242
158,1872/12/21,1872/12/21,52,Land's Ranch,Modoc War- Land's ranch,California,CA-1872/12/21,,,,,,,2,,,,,,,Michno: Encyclopedia,Modoc,,,,1,0,2,0,2,0,-121.3999676,41.84042077
90,1872/12/28,1872/12/28,65,Skull Cave,Skull Cave,Arizona,AZ-1872/12/28,57,57,,,20,20,1,,,,,,,Michno: Encyclopedia,Yavapai,,,,2,57,1,0,58,10,-111.4500642,33.58809019
91,1872/12/30,1872/12/30,66,Baby Canyon,Baby Canyon,Arizona,AZ-1872/12/30,6,6,1,1,9,9,,,,,,,,Michno: Encyclopedia,Apache,,,,2,7,0,0,7,10,-112.3327243,33.69995709
92,1873/01/16,1873/01/16,67,Superstition Mountains,Superstition Mountains,Arizona,AZ-1873/01/16,3,3,,,13,13,,,,,,,,Michno: Encyclopedia,Arivaipa,,,,1,3,0,0,3,10,-111.2342841,33.31557027
159,1873/01/17,1873/01/17,53,Battle of Stronghold,Modoc War- Battle of the Lava Beds,California,CA-1873/01/17,,,,,,,7,19,19,4,4,7,,Michno: Encyclopedia,Modoc,,,,1,0,26,11,37,0,-121.5471475,41.87910666
93,1873/01/19,1873/01/19,68,East Verde River,East Verde River,Arizona,AZ-1873/01/19,5,5,,,,,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,5,0,0,5,10,-111.5039385,34.26507251
94,1873/01/22,1873/01/22,69,Tonto Creek,Apache War- Tonto Creek,Arizona,AZ-1873/01/22,17,17,,,,,1,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,17,1,0,18,9,-111.2744283,34.05184132
95,1873/02/06,1873/02/06,70,Hell Canyon,Hell Canyon,Arizona,AZ-1873/02/06,2,2,,,1,1,,,,,,,,Michno: Encyclopedia,Mojave Apache,,,,3,2,0,0,2,10,-112.1318675,35.02602667
400,1873/02/26,1873/02/26,61,Fort Bascom,Ft. Bascom,New Mexico,NM-1873/02/26,2,2,3,3,,,,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,5,0,0,5,10,-103.5705427,35.48036223
96,1873/03/19,1873/03/19,71,Mazatzal Mountains,Mazatzal Mountain,Arizona,AZ-1873/03/19,8,8,,,5,5,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,8,0,0,8,10,-111.5647373,33.66826044
97,1873/03/27,1873/03/27,72,Turret Mountain,Apache War- Turret Peak,Arizona,AZ-1873/03/27,23,23,,,10,10,,,,,,,,Michno: Encyclopedia,Apache,,,,2,23,0,0,23,10,-111.8406751,34.13787844
160,1873/04/11,1873/04/11,54,Canby Massacre,Modoc War- Canby Murder,California,CA-1873/04/11,,,,,,,2,1,1,,,,,Michno: Encyclopedia,Modoc,,,,1,0,3,0,3,0,-121.5424908,41.83113508
161,1873/04/15,1873/04/17,55,Lava Beds,Modoc War- Lava Beds,California,CA-1873/04/15,11,11,,,,,8,17,17,,,,,Michno: Encyclopedia,Modoc,,,,1,11,25,0,36,3,-121.4769282,41.86887976
162,1873/04/26,1873/04/26,56,Hardin Butte / Lava Beds,Modoc War- Thomas Wright Massacre,California,CA-1873/04/26,,,,,,,23,17,17,,,,,Michno: Encyclopedia,Modoc,,,,1,0,40,0,40,0,-121.4740146,41.82545366
163,1873/05/07,1873/05/07,57,Scorpion Point,Modoc War- Scorpion Point,California,CA-1873/05/07,,,,,,,,3,3,,,,,Michno: Encyclopedia,Modoc,,,,1,0,3,0,3,0,-121.5087115,41.79396914
463,1873/05/07,1873/05/07,6,Fort Abraham Lincoln,Ft. Lincoln,North Dakota,DK-1873/05/07,1,1,3,3,,,,,,,,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,4,0,0,4,10,-100.8585872,46.77360489
164,1873/05/10,1873/05/10,58,Sorass Lake / Dry Lake,Modoc War- Dry Lake,California,CA-1873/05/10,1,1,2,2,,,2,7,7,,,,,Michno: Encyclopedia,Modoc,,,,1,3,9,0,12,3,-121.4139165,41.78870903
165,1873/05/19,1873/05/19,59,Willow Creek Ridge,Modoc War- Willow Creek,California,CA-1873/05/22,2,2,,,10,10,,,,,,,,Michno: Encyclopedia,Modoc,,,,1,2,0,0,2,10,-121.6284274,41.84790498
98,1873/06/16,1873/06/16,73,Forks of Tonto Creek,Tonto Creek,Arizona,AZ-1873/06/16,14,14,,,5,5,1,1,1,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,14,2,0,16,9,-111.033305,34.13142989
401,1873/07/13,1873/07/13,62,Canada Alamosa,Canada Alamosa,New Mexico,NM-1873/07/13,3,3,1,1,,,1,,,,,,,Michno: Encyclopedia,Mimbres Apache,,,,3,4,1,0,5,8,-107.4641905,33.32046825
276,1873/08/04,1873/08/04,6,Tongue River,Tongue River,Montana,MT-1873/08/04,,,few,5,,,3,1,1,,,,,Michno: Encyclopedia,Cheyenne,Arapaho,,,3,5,4,0,9,6,-106.0445054,46.3888171
277,1873/08/11,1873/08/11,7,Bighorn,Rosebud River,Montana,MT-1873/08/11,4,4,12,12,,,3,4,4,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,16,7,0,23,7,-107.6455915,46.29206646
99,1873/09/23,1873/09/23,74,Hardscarbble Creek,Hardscrabble Creek,Arizona,AZ-1873/09/23,14,14,,,,,,,,,,,,Michno: Encyclopedia,Apache,,,,2,14,0,0,14,10,-111.6348572,34.36219624
100,1873/12/04,1873/12/04,75,East Verde River,East Verde River,Arizona,AZ-1873/12/04,15,15,,,,,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,15,0,0,15,10,-111.6529755,34.24970312
101,1873/12/23,1873/12/23,76,Cave Creek,Apache War- Cave Creek,Arizona,AZ-1873/12/23,9,9,3,3,,,,,,,,,,Michno: Encyclopedia,Arivaipa,,,,1,12,0,0,12,10,-112.082716,33.64438476
102,1874/01/10,1874/01/10,77,Canyon Creek,Canyon Creek,Arizona,AZ-1874/01/10,4,4,,,3,3,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,4,0,0,4,10,-111.6454431,34.15503236
551,1874/02/09,1874/02/09,12,Cottonwood Creek,Cottonwood Creek,Wyoming,WY-1874/02/09,,,,,,,2,,,,,,,Michno: Forgotten Fights,Lakota Sioux,Arapaho,,,3,0,2,0,2,0,-105.4081697,42.32652102
103,1874/03/08,1874/03/08,78,Pinal Mountains Expedition,Pinal Mountains,Arizona,AZ-1874/03/08,12,12,,,25,25,,,,,,,,Michno: Encyclopedia,Pinal Apache,,,,1,12,0,0,12,10,-110.982192,33.29641259
104,1874/03/25,1874/03/25,79,Superstition Mountains,Apache War- Superstition Mountains,Arizona,AZ-1874/03/25,12,12,,,2,2,,,,,,,,Michno: Encyclopedia,Apache,,,,2,12,0,0,12,10,-111.4600227,33.40481316
105,1874/04/02,1874/04/02,80,Pinal Creek,Apache War- Apache Creek,Arizona,AZ-1874/04/02,48,48,,,50,50,,,,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,48,0,0,48,10,-110.9226726,33.43819109
106,1874/04/28,1874/04/28,81,Aravaipa Mountains,Aravaipa Mountains,Arizona,AZ-1874/04/28,23,23,,,12,12,,,,,,,,Michno: Encyclopedia,Arivaipa,,,,1,23,0,0,23,10,-110.5220488,32.71509389
107,1874/05/17,1874/05/18,82,Four Peaks,Four Peaks,Arizona,AZ-1874/05/17,38,38,,,12,12,,,,,,,,Michno: Encyclopedia,Yuma Apache,,,,3,38,0,0,38,10,-111.3857381,33.67335534
472,1874/06/21,1874/06/21,13,Buffalo Creek,Buffalo Creek,Oklahoma,OK-1874/06/21,,,2,2,,,,1,1,,,1,,Michno: Encyclopedia,Cheyenne,,,,3,2,1,1,4,5,-99.5102131,36.75391112
257,1874/06/24,1874/06/24,36,Bear Creek Redoubt,Bear Creek,Kansas,OK-1874/06/24,4,4,,,,,,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,4,0,0,4,10,-99.96036282,37.35645712
471,1874/07/03,1874/07/03,14,Hennessey Wagon Train,Hennessy Wagon Train,Oklahoma,OK-1874/07/03,,,,,,,,,,4,4,,,Michno: Encyclopedia,Cheyenne,Arapaho,,,3,0,0,4,4,0,-97.91380849,36.13438867
552,1874/07/04,1874/07/04,25,Snake Mountain,Snake Mountains,Wyoming,WY-1874/07/04,25,25,20,20,,,4,6,6,,,,,Michno: Encyclopedia,Arapaho,Lakota Sioux,Cheyenne,,3,45,10,0,55,8,-107.7097556,43.28356911
473,1874/08/22,1874/08/23,15,Anadarko / Wichita Agency,Wichita Agency,Oklahoma,KS-1874/08/22,16,16,,,,,,4,4,4,4,,,Michno: Encyclopedia,Comanche,Kiowa,,,4,16,4,4,24,7,-98.2419717,35.15663363
258,1874/08/25,1874/08/25,22,Lone Tree Massacre,Lone Tree Massacre,Kansas,KS-1874/08/24,,,,,,,,,,6,6,,,Michno: Forgotten Fights,Cheyenne,,,,3,0,0,6,6,0,-100.4458501,37.17012899
108,1874/09/17,1874/09/17,83,Cave Creek,Cave Creek,Arizona,AZ-1874/09/17,14,14,,,2,2,,,,,,,,Michno: Encyclopedia,Mojave Apache,,,,3,14,0,0,14,10,-112.2036194,33.55538374
109,1874/10/27,1874/10/27,84,Cave Creek,Cave Creek,Arizona,AZ-1874/10/27,8,8,,,5,5,,,,,,,,Michno: Encyclopedia,Mojave Apache,,,,3,8,0,0,8,10,-112.0407565,33.52569978
110,1874/11/01,1874/11/01,85,Sunset Pass,Sunset Pass,Arizona,AZ-1874/11/01,1,1,,,,,,1,1,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,1,1,0,2,5,-111.1620957,34.69763918
111,1874/11/25,1874/11/26,86,Snow Lake,Snow Lake,Arizona,AZ-1874/11/25,3,3,,,9,9,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,3,0,0,3,10,-110.4194736,34.40565945
112,1874/12/01,1874/12/01,87,Canyon Creek,Canyon Creek,Arizona,AZ-1874/12/01,8,8,2,2,14,14,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,10,0,0,10,10,-111.4995392,34.12694195
474,1875/04/06,1875/04/06,16,Sand Hills Fight,Sand Hills,Oklahoma,OK-1875/04/06,11,11,,,,,1,18,18,,,,,Michno: Encyclopedia,Cheyenne,,,,3,11,19,0,30,4,-98.01050075,35.6666601
259,1875/04/23,1875/04/23,37,Sappa Creek,Sappa Creek Fight,Kansas,KS-1875/04/23,27,27,,,,,2,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,27,2,0,29,9,-100.9384062,39.67231391
113,1875/07/01,1875/07/01,88,East Verde River,East Verde River,Arizona,AZ-1875/07/01,25,25,,,9,9,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,25,0,0,25,10,-111.8105982,34.30474133
114,1875/07/04,1875/07/04,89,Red Rock Canyon,Red Rock Canyon,Arizona,AZ-1875/07/04,5,5,,,6,6,,,,,,,,Michno: Encyclopedia,Apache,,,,2,5,0,0,5,10,-111.7991368,34.96166997
260,1875/10/27,1875/10/27,38,Smoky Hill Station,Smoky Hill Station,Kansas,KS-1875/10/27,2,2,,,,,,1,1,,,,,Michno: Encyclopedia,Arapaho,,,,3,2,1,0,3,7,-101.2580236,38.89301384
278,1876/01/02,1876/01/29,6,Fort Pease,,Montana,MT-1876/02/22,,,,,,,6,8,8,6,6,,,Michno: Forgotten Fights / Peters: Indian Battles,Lakota Sioux,,,,,0,14,6,20,0,-107.6035929,46.33999463
279,1876/03/17,1876/03/17,8,Powder River / Reynold's Fight,Battle of Powder River,Montana,MT-1876/03/17,2,2,2,2,,,4,6,6,,,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,4,10,0,14,3,-105.8080402,45.20125071
335,1876/04/28,1876/04/28,31,Gracie Creek,Grace Creek,Nebraska,NE-1876/04/28,1,1,1,1,,,1,,,,,,,Michno: Encyclopedia,Unidentified,,,,3,2,1,0,3,7,-99.34693143,42.02744932
553,1876/06/09,1876/06/09,13,Prairie Dog Creek/ Tongue River,Great Sioux War- Goose Creek,Wyoming,MT-1876/06/09,2,2,,,,,,2,2,,,,,Michno: Forgotten Fights,Santee Sioux,,,,4,2,2,0,4,5,-106.7666527,44.90434119
280,1876/06/17,1876/06/17,9,Rosebud Creek,Great Sioux War- Battle of the Rosebud,Montana,MT-1876/06/17,36,36,63,63,,,10,30,30,,,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,99,40,0,139,7,-107.1726081,45.34157799
281,1876/06/25,1876/06/25,10,Little Bighorn,Great Sioux War- Battle of the Little Big Horn,Montana,MT-1876/06/25,40,40,80,80,,,253,53,53,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,120,306,0,426,3,-107.6208602,45.39627508
554,1876/07/07,1876/07/07,14,Sibley's Scout,Great Sioux War- Big Horn Mountains,Wyoming,WY-1876/07/07,2,2,5,5,,,,,,,,,,Michno: Forgotten Fights,Santee Sioux,Cheyenne,,,4,7,0,0,7,10,-107.1863558,44.75529465
336,1876/07/17,1876/07/17,32,Hat Creek / Warbonnet Creek,War Bonnet Creek,Nebraska,NE-1876/07/17,1,1,,,,,,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,1,0,0,1,10,-103.7457762,42.9148659
512,1876/08/01,1876/08/01,4,Red Canyon,Red Canyon,South Dakota,DK-1876/08/01,1,1,,,,,,,,,,,,Michno: Forgotten Fights,Unidentified,,,,3,1,0,0,1,10,-103.705672,43.53001717
555,1876/08/01,1876/08/01,15,Heck Reel's Wagon Train,Glendo,Wyoming,WY-1876/08/01,,,,,,,1,2,2,,,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,0,3,0,3,0,-105.5687798,42.55190767
115,1876/08/15,1876/08/15,90,Red Rocks,Red Rocks,Arizona,AZ-1876/08/15,7,7,,,7,7,,1,1,1,1,,,Michno: Encyclopedia,Apache,,,,2,7,1,1,9,8,-111.8084865,34.80736267
513,1876/09/09,1876/09/09,1,Slim Buttes,Great Sioux War- Slim Buttes,South Dakota,DK-1876/09/09,15,15,,,23,23,3,15,15,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,15,18,0,33,5,-103.0012389,45.55897254
402,1876/09/15,1876/09/15,63,Florida Mountains,Florida Mountains,New Mexico,NM-1876/09/15,1,1,3,3,11,11,,1,1,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,4,1,0,5,8,-107.4764199,32.04938748
116,1876/09/18,1876/09/18,91,The Caves,The Caves,Arizona,AZ-1876/09/18,5,5,,,13,13,,,,,,,,Michno: Encyclopedia,Apache,,,,2,5,0,0,5,10,-111.6062095,34.4808699
117,1876/10/04,1876/10/04,92,Tonto Creek,Tonto Creek,Arizona,AZ-1876/10/04,8,8,,,2,2,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,8,0,0,8,10,-111.136749,34.24216437
282,1876/10/21,1876/10/21,11,Cedar Creek,Great Sioux War- Cedar Creek,Montana,MT-1876/10/21,5,5,5,5,,,,2,2,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,10,2,0,12,8,-105.2866626,47.11345902
556,1876/11/25,1876/11/25,26,Red Fork Powder River,Great Sioux War- Dull Knife's Village,Wyoming,WY-1876/11/25,40,40,40,40,,,6,26,26,,,,,Michno: Encyclopedia,Cheyenne,,,,3,80,32,0,112,7,-107.0306933,43.86123516
283,1876/12/18,1876/12/18,12,Ash Creek,Great Sioux War- Ash Creek,Montana,MT-1876/12/18,1,1,,,,,,,,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,1,0,0,1,10,-105.4334541,47.29985158
284,1877/01/08,1877/01/08,13,Wolf Mountain,Great Sioux War- Battle of Wolf Mountain,Montana,MT-1877/01/08,5,5,1,1,,,3,8,8,,,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,6,11,0,17,4,-106.4413826,45.43128433
403,1877/01/09,1877/01/09,64,Animas Mountains,,New Mexico,NM-1877/01/09,10,10,large number,20,1,1,,,,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,30,0,0,30,10,-108.5407098,31.65568758
118,1877/01/12,1877/01/14,93,East Verde Creek,East Verde River,Arizona,AZ-1877/01/12,4,4,,,8,8,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,4,0,0,4,10,-111.4419158,34.3642648
119,1877/01/21,1877/01/21,94,Tonto Creek,Hill Ranch,Arizona,AZ-1877/01/21,7,7,,,3,3,,,,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,7,0,0,7,10,-111.2911518,33.93004096
404,1877/01/24,1877/01/24,65,Florida Mountains,Florida Mountains,New Mexico,NM-1877/01/24,5,5,a few,5,,,,6,6,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,10,6,0,16,6,-107.4827303,31.95571915
120,1877/01/30,1877/01/30,95,North Peak,North Peak,Arizona,AZ-1877/01/30,6,6,,,9,9,,,,,,,,Michno: Encyclopedia,Apache,,,,2,6,0,0,6,10,-111.4771105,34.01514461
285,1877/05/07,1877/05/07,14,Little Muddy Creek / Lame Deer Fight,Great Sioux War- Battle of Lame Deer,Montana,MT-1877/05/07,30,30,20,20,40,40,4,9,9,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,50,13,0,63,8,-106.6953821,45.55550454
201,1877/06/17,1877/06/17,13,White Bird Canyon,Nez Perce War- White Bird Canyon,Idaho,ID-1877/06/17,,,3,3,,,34,2,2,15,15,,,Michno: Encyclopedia,Nez Perce,,,,3,3,36,15,54,1,-116.0812579,45.50285436
202,1877/07/01,1877/07/01,14,Clear Creek,Nez Perce War- Clear Creek,Idaho,ID-1877/07/01,3,3,4,4,,,,,,,,,,Michno: Encyclopedia,Nez Perce,,,,3,7,0,0,7,10,-115.8743478,46.00607856
203,1877/07/03,1877/07/03,15,Cottonwood Creek / Craig's Mountain,Nez Perce War- Cottonwood Ranch,Idaho,ID-1877/07/04,,,,,,,12,,,,,,,Michno: Encyclopedia,Nez Perce,,,,3,0,12,0,12,0,-116.4343041,45.95031911
204,1877/07/04,1877/07/04,16,Cottonwood House,,Idaho,ID-1877/07/04b,,,,,,,,2,2,,,,,Michno: Encyclopedia,Nez Perce,,,,,0,2,0,2,0,-116.1788112,45.91572429
205,1877/07/05,1877/07/05,17,"""Brave Seventeen"" Fight",Nez Perce War- Brave Seventee,Idaho,ID-1877/07/05,1,1,,,,,3,3,3,,,,,Michno: Encyclopedia,Nez Perce,,,,3,1,6,0,7,1,-116.1738191,45.7861034
206,1877/07/11,1877/07/12,18,Clearwater River,Nez Perce War- Clearwater River,Idaho,ID-1877/07/11,23,23,46,46,40,40,17,27,27,,,,,Michno: Encyclopedia,Nez Perce,,,,3,69,44,0,113,6,-115.8576289,45.87417174
207,1877/07/17,1877/07/17,19,Weippe Prairie,Nez Perce War- Weippe Prairie,Idaho,ID-1877/07/17,,,,,,,1,2,2,,,,,Michno: Encyclopedia,Nez Perce,,,,3,0,3,0,3,0,-115.7547049,46.3048667
286,1877/08/09,1877/08/10,15,Big Hole,Nez Perce War- Big Hole,Montana,MT-1877/08/09,89,89,30,30,,,23,39,39,,,,,Michno: Encyclopedia,Nez Perce,,,,3,119,62,0,181,7,-113.5641839,45.51548539
287,1877/08/12,1877/08/12,16,Horse Prairie,Nez Perce War- Montague-Winters ranch,Montana,ID-1877/08/13,,,,,,,,,,4,4,,,Michno: Encyclopedia,Nez Perce,,,,3,0,0,4,4,0,-113.2158655,45.14476665
208,1877/08/15,1877/08/15,20,Birch Creek,Nez Perce War- Birch Creek Massacre,Idaho,ID-1877/08/15,,,,,,,,,,5,5,,,Michno: Encyclopedia,Nez Perce,,,,3,0,0,5,5,0,-113.0580004,44.0766369
209,1877/08/20,1877/08/20,21,Camas Meadows,Nez Perce War- Battle of Camas Meadow,Idaho,ID-1877/08/20,,,,,,,2,10,10,,,,,Michno: Encyclopedia,Nez Perce,,,,3,0,12,0,12,0,-112.3157801,44.28762876
405,1877/09/08,1877/09/09,17,San Francisco River,Alma,New Mexico,NM-1877/09/08,12,12,,,13,13,,,,12,12,,,Michno: Forgotten Fights,Mimbres Apache,,,,3,12,0,12,24,5,-108.7246535,33.38302343
288,1877/09/13,1877/09/13,17,Canyon Creek,Nez Perce War- Canyon Creek,Montana,MT-1877/09/13,7,7,10,10,,,3,11,11,,,,,Michno: Encyclopedia,Nez Perce,,,,3,17,14,0,31,5,-108.6399912,45.90316357
289,1877/09/25,1877/09/25,18,Cow Island,Nez Perce War- Cow Island depot,Montana,MT-1877/09/23,,,,,,,1,,,2,2,,,Michno: Encyclopedia,Nez Perce,,,,3,0,1,2,3,0,-108.8258768,47.6270718
290,1877/09/25,1877/09/25,19,Cow Creek,Nez Perce War- Cow Creek,Montana,MT-1877/09/25,,,2,2,,,,,,2,2,1,,Michno: Encyclopedia,Nez Perce,,,,3,2,0,3,5,4,-108.7618593,47.84098232
291,1877/09/30,1877/10/05,20,Bear's Paw / Snake Creek,Nez Perce War- Battle of Bear Paw Mountain,Montana,MT-1877/09/30,17,17,40,40,,,24,42,42,,,4,,Michno: Encyclopedia,Nez Perce,,,,3,57,66,4,127,4,-109.1262151,48.28596295
406,1877/12/18,1877/12/18,66,Animas Mountains,Animas Mountains,New Mexico,NM-1877/12/18,15,15,,,1,1,,,,several,5,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,15,0,5,20,8,-108.5752694,31.49879682
121,1878/04/05,1878/04/05,96,Hell Canyon,Mogollon Mountains,Arizona,AZ-1878/04/05,7,7,,,7,7,,,,,,,,Michno: Encyclopedia,Mogollon Apache,,,,3,7,0,0,7,10,-112.3914127,35.10462483
200,1878/06/08,1878/06/08,22,South Mountains,Bannock War- Clark's Fork,Idaho,ID-1878/06/08,a few,5,,,,,2,3,3,10,10,,,Michno: Encyclopedia,Bannock,,,,3,5,5,10,20,3,-116.7154977,42.76061612
506,1878/06/28,1878/06/28,49,Silver River,Bannock War- Silver Creek,Oregon,OR-1878/06/23,5,5,2,2,,,3,2,2,,,,,Michno: Encyclopedia,Bannock,Paiute,,,3,7,5,0,12,6,-119.6520821,43.58161262
507,1878/07/02,1878/07/02,50,North Fork John Day River,Bannock War- John Day River,Oregon,OR-1878/07/02,,,,,,,2,3,3,,,,,Michno: Encyclopedia,Bannock,Paiute,,,3,0,5,0,5,0,-119.0972964,45.11625972
